fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Chi_P09_1	1	273402	142	19633	7.18100087051302	NA
Chi_P09_1	2	274321	107	17514	6.38449116181408	NA
Chi_P09_1	3	200915	84	12212	6.07819227036309	NA
Chi_P09_1	4	262516	84	11201	4.26678754818754	NA
Chi_P09_1	5	260030	94	13346	5.13248471330231	NA
Chi_P09_1	6	303081	118	16184	5.33982664700196	NA
Chi_P09_1	7	301652	51	7227	2.39580708896344	NA
Chi_P09_1	8	297542	103	12287	4.12950104523059	NA
Chi_P09_1	9	318469	118	12473	3.91655074748249	NA
Chi_P09_1	10	308300	125	15138	4.9101524489134	NA
Chi_P09_1	11	340083	130	15773	4.63798543296783	NA
Chi_P09_1	12	281407	153	22354	7.94365456438539	NA
Chi_P09_1	13	289633	137	19662	6.78859107905522	NA
Chi_P09_1	14	302647	128	13534	4.4718764765552	NA
Chi_P09_1	15	240205	85	12518	5.211381944589	NA
Chi_P09_1	16	320530	148	17220	5.37235204193055	NA
Chi_P09_1	17	307574	110	13999	4.55142502292131	NA
Chi_P09_1	18	358097	1	0	0	0
Chi_P09_1	19	362635	1	0	0	0
Chi_P09_1	20	328549	1	0	0	0
Chi_P09_1	21	305961	1	14	0.00457574658208072	NA
Chi_P09_1	22	345254	1	0	0	0
Chi_P09_1	23	295008	1	0	0	0
