fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Chi_P04_2	1	248636	47	3830	1.54040444666098	NA
Chi_P04_2	2	267674	46	2209	0.825257589455831	NA
Chi_P04_2	3	302269	52	3319	1.09802857719449	NA
Chi_P04_2	4	308941	64	4979	1.61163458394969	NA
Chi_P04_2	5	273172	65	4857	1.7780006735683	NA
Chi_P04_2	6	232451	100	16053	6.90597158110742	NA
Chi_P04_2	7	227863	121	13453	5.90398616712674	NA
Chi_P04_2	8	228669	75	11265	4.92633457093003	NA
Chi_P04_2	9	305157	95	12492	4.09363049184518	NA
Chi_P04_2	10	241375	92	10680	4.42465044018643	NA
Chi_P04_2	11	244427	103	9761	3.99342134870534	NA
Chi_P04_2	12	330975	73	11177	3.37699221995619	NA
Chi_P04_2	13	298797	72	7507	2.51240808977332	NA
Chi_P04_2	14	290549	77	9995	3.4400393737373	NA
Chi_P04_2	15	298067	101	14491	4.8616586203773	NA
Chi_P04_2	16	280820	71	8189	2.91610284167794	NA
Chi_P04_2	17	302591	135	15350	5.07285411661285	NA
Chi_P04_2	18	268648	105	13071	4.86547452428457	NA
Chi_P04_2	19	265444	104	13574	5.11369629752415	NA
Chi_P04_2	20	280852	87	9709	3.45698090097275	NA
Chi_P04_2	21	213597	51	5415	2.53514796556131	NA
Chi_P04_2	22	292116	135	14866	5.08907420339865	NA
Chi_P04_2	23	269644	76	9769	3.62292504190711	NA
