fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Chi_P05_1	1	221964	74	8140	3.66726135769764	NA
Chi_P05_1	2	209757	57	6945	3.31097412720434	NA
Chi_P05_1	3	205574	58	6397	3.1117748353391	NA
Chi_P05_1	4	246395	74	11381	4.61900606749325	NA
Chi_P05_1	5	238397	85	10221	4.28738616677223	NA
Chi_P05_1	6	255972	47	4200	1.64080446298814	NA
Chi_P05_1	7	301452	83	8649	2.86911349070499	NA
Chi_P05_1	8	250609	94	10189	4.06569596463016	NA
Chi_P05_1	9	247257	76	6114	2.47273080236353	NA
Chi_P05_1	10	312606	44	4033	1.29012239048515	NA
Chi_P05_1	11	174460	69	7710	4.41935114066262	NA
Chi_P05_1	12	329614	92	9662	2.93130752941319	NA
Chi_P05_1	13	292774	74	8926	3.04876799169325	NA
Chi_P05_1	14	293200	77	10086	3.4399727148704	NA
Chi_P05_1	15	308220	117	16030	5.20083057556291	NA
Chi_P05_1	16	336812	147	14352	4.2611308385687	NA
Chi_P05_1	17	337241	169	20878	6.19082495900558	NA
