fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Chi_P03_2	1	298603	103	12267	4.10813019293175	NA
Chi_P03_2	2	276252	139	14554	5.26837814748852	NA
Chi_P03_2	3	281184	95	10603	3.77084044611358	NA
Chi_P03_2	4	295509	142	17494	5.91995506059037	NA
Chi_P03_2	5	298423	117	15633	5.23853724411322	NA
Chi_P03_2	6	305218	94	10332	3.38512145417374	NA
Chi_P03_2	7	171839	67	7347	4.27551370759839	NA
Chi_P03_2	8	218489	103	12203	5.58517820119091	NA
Chi_P03_2	9	216522	81	9659	4.46097856107001	NA
Chi_P03_2	10	248597	106	9410	3.78524278249536	NA
Chi_P03_2	11	252184	99	11694	4.63709037845383	NA
Chi_P03_2	12	212996	85	7315	3.43433679505718	NA
Chi_P03_2	13	181649	61	6580	3.62237061585806	NA
Chi_P03_2	14	193638	94	12379	6.39285677398031	NA
Chi_P03_2	15	276899	145	16452	5.94151658185837	NA
Chi_P03_2	16	238760	75	8210	3.43859943039035	NA
Chi_P03_2	17	281009	115	16388	5.8318416847859	NA
Chi_P03_2	18	291229	94	10660	3.66034975912426	NA
Chi_P03_2	19	216227	97	12615	5.83414652194222	NA
Chi_P03_2	20	291036	110	12339	4.23968168886323	NA
Chi_P03_2	21	257954	134	20406	7.91071276274064	NA
Chi_P03_2	22	276801	110	10747	3.88257267856691	NA
