fichier	leaf	surfaceLeaf	nbLesions	surfaceLesions	pourcent.lesions	nb.lesions
Chi_P05_2	1	312961	91	9838	3.14352267534932	NA
Chi_P05_2	2	329463	104	12583	3.81924525667526	NA
Chi_P05_2	3	356935	99	10813	3.02940311261154	NA
Chi_P05_2	4	319806	110	15368	4.80541328180209	NA
Chi_P05_2	5	355451	116	17098	4.81022700737936	NA
Chi_P05_2	6	278627	121	14217	5.10252057410086	NA
Chi_P05_2	7	274826	96	13159	4.78812048350593	NA
Chi_P05_2	8	178885	47	5779	3.23056712413003	NA
Chi_P05_2	9	198428	38	5105	2.57272159171085	NA
Chi_P05_2	10	250565	72	9681	3.86366811007124	NA
Chi_P05_2	11	274401	115	12729	4.63883149113888	NA
Chi_P05_2	12	191555	54	6407	3.34473127822297	NA
Chi_P05_2	13	223359	2	841	0.376523892030319	NA
Chi_P05_2	14	225754	1	0	0	0
Chi_P05_2	15	172072	1	0	0	0
Chi_P05_2	16	183173	1	0	0	0
Chi_P05_2	17	285511	2	268	0.0938667862183944	NA
Chi_P05_2	18	324798	5	990	0.304804832542072	NA
Chi_P05_2	19	317939	1	0	0	0
Chi_P05_2	20	275544	1	0	0	0
Chi_P05_2	21	271787	1	0	0	0
