image	leaf.number	lesion.status	lesion.number	lesion.surface	lesion.perimeter	lesion.radius.mean	lesion.radius.sd	lesion.radius.min	lesion.radius.max	leaf.surface	m.cx	m.cy	m.majoraxis	m.eccentricity	m.theta
IMG_5598	3	keep	1	56	23	3.78319797206955	0.444758450795689	2.8609885002369	4.52173913043479	440	698.714285714286	220.071428571429	9.40739414184125	0.585958149795349	-1.55333031626247
IMG_5598	3	keep	2	477	79	12.031298504875	1.78816773169235	8.22159450759997	15.9698983785771	440	1309.90566037736	337.153039832285	28.2003367091507	0.597450413501636	1.44518281622651
IMG_5598	3	keep	4	3466	497	32.0340160681143	14.0684793239508	0.953815716760443	58.8426465084955	440	1093.3871898442	427.940276976342	106.521774210273	0.625357395000556	-0.0742186094704807
IMG_5598	3	keep	8	931	163	17.3918294955405	3.88808125267045	9.61349889006755	25.5878560906192	440	1041.58324382385	455.682062298604	42.1925181426643	0.57704048327771	-1.11481526013847
IMG_5598	3	keep	9	933	168	18.4910371425747	5.90520452792606	8.25677846315188	31.2674044504139	440	1003.93247588424	467.751339764201	52.350347239908	0.843900019600391	1.18713424053308
IMG_5598	3	keep	11	86	38	5.31279395333565	2.15628538690684	0.353063364868385	8.89520397403075	440	963.279069767442	462.081395348837	18.7934056281652	0.910871107121149	0.580041756047289
IMG_5598	3	keep	12	118	46	6.31306260166907	2.79077682633379	1.76569387443662	11.0112719356499	440	905.813559322034	469.85593220339	23.768063648081	0.957055136847112	1.4084157650921
IMG_5598	3	keep	14	180	53	7.21149882801514	1.46174008768266	4.43496576360115	9.78490638802576	440	1128.32222222222	472.411111111111	18.2146419192168	0.638993847731307	0.232834562821984
IMG_5598	3	keep	16	296	127	14.724157557164	7.92520229717235	3.000754240029	29.2614571145346	440	706.050675675676	512.516891891892	58.8920628481127	0.986781513945408	1.56366963354627
IMG_5598	3	keep	20	1056	426	43.0357889392677	20.2864482486193	4.7743097271547	80.2674265257728	440	764.507575757576	539.758522727273	187.672916001316	0.983306107345435	-0.330486203936059
IMG_5598	3	keep	22	91	48	6.15745366743041	3.05850086282352	1.02168331960328	11.501905790153	440	667.967032967033	542.21978021978	23.6465171079412	0.972210706139796	1.31352542198559
IMG_5598	3	keep	24	206	83	9.29496701387749	4.83219832849289	0.667995965090543	17.8285124775903	440	931.708737864078	544.04854368932	38.3431605664726	0.975362136713383	0.612517111699302
IMG_5598	3	keep	30	73	37	5.64736471167181	2.62633389706203	1.11205624926709	9.61524234316274	440	771.013698630137	564.602739726027	22.2203158501854	0.977151433662587	0.791091894651385
IMG_5598	3	keep	36	91	42	6.03068386012712	2.84090856527528	1.55474549688711	10.8425131174902	440	660.659340659341	578.923076923077	22.829439238374	0.973907350405575	-0.358315997852166
IMG_5598	3	keep	37	51	35	4.68493474815124	2.30544136228898	1.01096034359739	8.74850424533314	440	584.882352941176	588.627450980392	18.368584710686	0.975650264922766	-1.44721069931579
IMG_5598	3	keep	42	73	40	5.40427731442727	2.6320214111528	1.14727939055838	9.69619770838031	440	626.356164383562	593.493150684931	21.9299214853335	0.967858756294777	-0.339127413616283
IMG_5598	3	keep	43	9986	1189	65.8188696570138	25.2571393759138	12.1089976471641	114.648970534884	440	281.489885840176	698.967053875426	178.863825499042	0.370615419292355	-0.00522352938129938
IMG_5598	3	keep	46	1117	359	32.9961646770444	19.3606105509635	2.70547540143252	71.960154855596	440	554.091316025067	619.336615935542	137.786773275395	0.975797347984502	-0.216405199769229
IMG_5598	3	keep	51	58	24	4.05299739841266	1.01136781945938	2.20045765441846	6.05601743906193	440	498.5	615.379310344828	11.7865801827587	0.839647160296971	-0.823677960228588
IMG_5598	3	keep	53	191	85	8.34011342104898	3.04842397754579	1.02163448660536	14.347665375597	440	649.821989528796	624.643979057592	28.5355936331059	0.832769821087774	0.625116748650332
IMG_5598	3	keep	57	52	28	3.83172198089287	1.47610163908096	0.942884198745996	6.08538312311577	440	409.076923076923	635.173076923077	13.4914595259756	0.91196549687553	1.1285283123393
IMG_5598	3	keep	58	117	44	5.70090320871928	1.67603801605469	2.04153665184502	8.81293775655008	440	446.51282051282	638.401709401709	15.9133239775853	0.666336478716511	-0.0256774134004611
IMG_5598	3	keep	59	55	25	3.79962151370839	0.804783419662938	2.25282045445256	5.11812465655143	440	666.654545454545	636.527272727273	9.69642607140899	0.55693180662004	-0.892312919625962
IMG_5598	3	keep	61	70	30	4.34149317930621	0.991235635532126	2.63986531642979	6.65098154827959	440	720.657142857143	639.2	11.7142189030734	0.708934772246586	-0.97452598020158
IMG_5598	3	keep	66	270	61	8.9777033463579	1.5977119664624	5.92402403239227	12.2980324328718	440	375.011111111111	651.874074074074	23.2329264494744	0.746399652997182	-1.23377647529098
IMG_5598	3	keep	72	56	36	5.09667554531983	2.64880771977811	0.0878410461158223	9.39899193438931	440	700.785714285714	652.946428571429	20.544004694144	0.979801580567759	0.463773529794602
IMG_5598	3	keep	73	180	63	7.89993657032577	2.73848341723154	1.1600340565456	13.936806230311	440	759.922222222222	656.911111111111	22.6150468032479	0.774786972589659	-0.454907332869939
IMG_5598	3	keep	75	1358	217	19.1885950071494	8.4346497469144	1.40772662067945	34.6489323719371	440	956.785714285714	678.737849779087	69.5256033309541	0.876115209232926	-1.44133128667551
IMG_5598	3	keep	77	54	25	3.77198357666056	0.779320150774405	2.52285552499542	5.32586143266985	440	1082.18518518519	655.685185185185	10.3532069803623	0.746744627325485	0.669098535893564
