fichier	leaf	surfaceLeaf	surfaceLesion
IMG_5583_50	1	499521	34
IMG_5583_50	1	499521	534
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	2
IMG_5583_50	1	499521	49
IMG_5583_50	1	499521	32
IMG_5583_50	1	499521	2308
IMG_5583_50	1	499521	7
IMG_5583_50	1	499521	647
IMG_5583_50	1	499521	1111
IMG_5583_50	1	499521	40
IMG_5583_50	1	499521	2
IMG_5583_50	1	499521	502
IMG_5583_50	1	499521	5
IMG_5583_50	1	499521	12
IMG_5583_50	1	499521	4
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	180
IMG_5583_50	1	499521	5394
IMG_5583_50	1	499521	20
IMG_5583_50	1	499521	158
IMG_5583_50	1	499521	68
IMG_5583_50	1	499521	30
IMG_5583_50	1	499521	4
IMG_5583_50	1	499521	68
IMG_5583_50	1	499521	113
IMG_5583_50	1	499521	269
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	29
IMG_5583_50	1	499521	89
IMG_5583_50	1	499521	65
IMG_5583_50	1	499521	356
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	9
IMG_5583_50	1	499521	162
IMG_5583_50	1	499521	2
IMG_5583_50	1	499521	12
IMG_5583_50	1	499521	142
IMG_5583_50	1	499521	400
IMG_5583_50	1	499521	4
IMG_5583_50	1	499521	8
IMG_5583_50	1	499521	16
IMG_5583_50	1	499521	72
IMG_5583_50	1	499521	9
IMG_5583_50	1	499521	28
IMG_5583_50	1	499521	5
IMG_5583_50	1	499521	39
IMG_5583_50	1	499521	8
IMG_5583_50	1	499521	467
IMG_5583_50	1	499521	50
IMG_5583_50	1	499521	415
IMG_5583_50	1	499521	32
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	258
IMG_5583_50	1	499521	13
IMG_5583_50	1	499521	9433
IMG_5583_50	1	499521	2
IMG_5583_50	1	499521	16
IMG_5583_50	1	499521	32
IMG_5583_50	1	499521	3
IMG_5583_50	1	499521	15
IMG_5583_50	1	499521	6
IMG_5583_50	1	499521	25
IMG_5583_50	1	499521	3578
IMG_5583_50	1	499521	245
IMG_5583_50	1	499521	671
IMG_5583_50	1	499521	4435
IMG_5583_50	1	499521	46
IMG_5583_50	1	499521	5
IMG_5583_50	1	499521	400
IMG_5583_50	1	499521	281
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	1
IMG_5583_50	1	499521	452
