image	keepLesion	object	s.area	s.perimeter	s.radius.mean	s.radius.sd	s.radius.min	s.radius.max	m.cx	m.cy	m.majoraxis	m.eccentricity	m.theta
IMG_5598_50	keep	1	41	19	3.25461814129873	0.526561343541294	2.34491256946798	4.6818444645276	555.756097560976	35.780487804878	8.28905965939974	0.610147814213986	-1.44442620673498
IMG_5598_50	keep	2	408	74	11.1173565801421	1.70668771664753	7.92905909211141	14.8298358770503	1166.11764705882	152.553921568627	26.4986983844382	0.630767501102056	1.40042108538896
IMG_5598_50	keep	3	3317	472	31.8868364000712	14.0762253556364	2.47669853996341	57.4450228116183	951.113355441664	242.768164003618	106.167385012696	0.627745096799127	-0.0615876854002601
IMG_5598_50	keep	4	20	13	2.06670184992367	0.408182907539341	1.01176511061277	2.72181630968523	890.85	217.1	5.67958245498348	0.595398358570342	0.539493575399253
IMG_5598_50	keep	5	32	26	3.37704669412318	1.80178888876478	0.652713951864493	6.47800100659301	890.53125	237.53125	14.8815476057315	0.980602362491286	1.44268345589065
IMG_5598_50	keep	6	847	146	16.5124503957736	3.28542830710399	10.2468042608668	23.5205479452055	898.86186540732	269.785123966942	37.2111879580579	0.381930018387175	-0.514603901075537
IMG_5598_50	keep	7	884	151	17.07443530956	5.49510024784497	5.74190899272625	29.0058680236931	861.31334841629	283.235294117647	50.6474040925491	0.858862959621192	1.25661997019616
IMG_5598_50	keep	10	74	38	5.18056690680536	2.12418032110708	0.351096422740187	8.93939273006122	820.418918918919	277.324324324324	18.9139870973503	0.919490864986898	0.594268657674453
IMG_5598_50	keep	11	108	43	6.01152353968194	2.68280486654711	1.66745969955749	10.364920869951	762.712962962963	284.314814814815	22.7683799053005	0.960317394395959	1.42308515768393
IMG_5598_50	keep	13	134	42	6.25217641014892	1.69612600485907	3.23818277192612	8.72381082345593	986.007462686567	286.365671641791	18.6865527768917	0.864341619605795	0.260970735847265
IMG_5598_50	keep	14	19	13	2.03046525812761	0.481913292341676	1.25221696893075	2.84719315743416	893.736842105263	293.263157894737	6.15587011262688	0.769293744615363	0.785398163371494
IMG_5598_50	keep	16	274	127	14.746387779443	7.92847678256588	2.91855255835803	29.28959121873	563.021897810219	327.591240875912	57.6594583542651	0.985669550031826	1.5605730044565
IMG_5598_50	keep	20	21	15	2.17270884153541	0.679380977166764	0.866666666666617	3.2173142698703	742.047619047619	319.285714285714	6.85008650026765	0.76387561872932	1.37931282574106
IMG_5598_50	keep	22	539	219	19.3174113204589	10.0531593929265	3.81715769318098	41.8002961327016	656.103896103896	341.86827458256	74.459480885522	0.92142145562331	0.0507796553048656
IMG_5598_50	keep	23	91	48	6.15745366743041	3.05850086282352	1.02168331960328	11.501905790153	524.967032967033	357.21978021978	23.6465171079412	0.972210706139796	1.31352542198559
IMG_5598_50	keep	24	87	38	5.1476422801391	2.0021748583679	1.20018465799908	8.715891176625	783.011494252874	355.241379310345	17.6945587144989	0.901635476918509	0.708120057416812
IMG_5598_50	keep	25	56	37	5.11348624950212	2.42848654678747	1.59665464732344	9.6160399844083	605.678571428571	355.410714285714	18.3495762668931	0.973647307223549	-0.388443648863062
IMG_5598_50	keep	26	10	8	1.33543744186955	0.27564803437159	1.00778221853732	1.875	571.8	355	3.91918358861467	0.612372435732925	8.08439734744569e-11
IMG_5598_50	keep	29	53	33	4.13084241451861	2.09232659255716	0.271038542727255	7.70561432947912	797.358490566038	364.924528301887	17.1461281776245	0.95156797587907	0.583486091882226
IMG_5598_50	keep	30	322	150	14.9909264199241	6.49739371382257	1.3914021704741	27.468090577978	567.534161490683	375.919254658385	51.2319219360063	0.893693674479885	-0.503125328070855
IMG_5598_50	keep	31	14	13	1.73038635443659	0.624802728063053	0.78446454055268	2.94827198411336	696.857142857143	372.071428571429	6.05777683600548	0.856880996295459	1.34506978102098
IMG_5598_50	keep	33	17	11	1.89546055256671	0.37784452324485	1.41128860875092	2.66132384878262	784.588235294118	371.352941176471	5.36635990558418	0.656699116351526	0.19190881161988
IMG_5598_50	keep	34	69	36	5.30863605150662	2.67873782947566	0.530693699292848	9.61789259789749	628.014492753623	379.652173913043	22.0343307782613	0.977571166223731	0.792561847966066
IMG_5598_50	keep	36	87	41	5.86268582299403	2.79544607319162	1.44315240902314	10.7526403381459	517.83908045977	393.896551724138	22.4505923726645	0.973907029065153	-0.349560683700113
IMG_5598_50	keep	37	49	35	4.67473721188841	2.31373347904002	1.01096034359739	8.74850424533314	441.877551020408	403.69387755102	18.2802120060024	0.977122338417737	-1.43098375962455
IMG_5598_50	keep	38	26	16	2.60755584565176	0.793939551733855	1.20221150385446	4.05528204937708	577.653846153846	397.961538461538	8.46704759915644	0.889379736728217	0.518266398721151
IMG_5598_50	keep	41	10	11	1.54806163351633	0.704320354885359	0.32777738867853	2.73332661424964	370.8	403.9	6.41226988103048	0.94391482771889	-1.38297620906769
IMG_5598_50	keep	42	64	39	5.15233376905489	2.57876674572127	0.333333333333314	9.59745336592531	483.140625	408.671875	21.4744452479391	0.969379360924935	-0.332683882681948
IMG_5598_50	keep	44	16	12	1.8617087027514	0.666155333478557	0.916666666666629	3.00115718422819	741.9375	415.875	6.62414017065972	0.89401406297832	-1.51005560717605
IMG_5598_50	keep	45	90	40	5.21395794856616	1.5318346877466	2.6632921356847	8.84834023984158	167.211111111111	420.311111111111	14.1627356593978	0.671187568860622	0.135615597937262
IMG_5598_50	keep	46	1084	360	32.8214176084271	19.2946780275177	2.81473333824576	71.8445501790644	411.719557195572	434.249077490775	137.134113718908	0.976096321673602	-0.21354541844626
IMG_5598_50	keep	48	683	148	15.5879954619071	6.74575578222543	0.638611818544344	28.5990878360619	172.254758418741	444.327964860908	57.3732597644744	0.916422335031406	-1.12188974707039
IMG_5598_50	keep	50	50	23	3.59336488383513	0.919653651156537	1.90611393189414	5.09289879611287	355.48	430.3	10.7889360000272	0.82989614960852	-0.769469049862219
IMG_5598_50	keep	51	182	83	8.15255049559558	2.94101680951839	1.19520258433176	13.4260878337213	506.840659340659	439.730769230769	28.1294506579068	0.83470961011105	0.618841517205503
IMG_5598_50	keep	53	19	12	2.05116534854493	0.30221155510613	1.61804065324563	2.5725581734055	300.947368421053	440.684210526316	5.44754381557545	0.569446663763211	0.836149078937423
IMG_5598_50	keep	54	48	27	3.76896504862265	1.52908872823132	0.801233616769798	6.16241094393868	266.145833333333	450.104166666667	13.5405183619306	0.92400706039496	1.12980798313139
IMG_5598_50	keep	55	111	42	5.53317303886238	1.57167551436676	1.95412233606506	8.45771126360993	303.513513513513	453.414414414414	15.4756848984107	0.694913944490316	-0.09862731458957
IMG_5598_50	keep	56	55	25	3.79962151370839	0.804783419662938	2.25282045445256	5.11812465655143	523.654545454545	451.527272727273	9.69642607142354	0.556931806620147	-0.892312919633764
IMG_5598_50	keep	57	56	26	3.81263291329356	0.751280230304906	2.49140534472332	5.40435940623083	577.125	454.660714285714	9.70964396752531	0.564804209502385	-0.777933499165076
IMG_5598_50	keep	59	194	58	7.39078106280787	2.36320506075272	1.35769704293863	11.1253932848759	232.128865979381	467.494845360825	22.1710233884536	0.808496776377698	-0.897307413585256
IMG_5598_50	keep	60	18	12	1.95930015301175	0.383736917065889	1.16069902309865	2.6167197446846	535.611111111111	458.888888888889	5.48508484307279	0.63477589549796	-0.840501852673666
IMG_5598_50	keep	61	12	10	1.51282436223292	0.413959477527147	0.860232526704253	2.26715680975092	412.25	461.5	4.85980563523973	0.757968398881789	1.02820921005124
IMG_5598_50	keep	62	123	42	6.13829629862902	1.73283710888498	3.77138648365167	9.73136919889802	141.691056910569	468.512195121951	18.2854365384028	0.870052807942604	0.88013633107432
IMG_5598_50	keep	64	20	12	2.08902484944361	0.283583537694859	1.69967317119755	2.42670329642688	543.75	463.75	5.13809303147965	0.275240941280862	-0.785398163281033
IMG_5598_50	keep	65	19	13	1.99243571891805	0.429005897192168	1.38675049056308	2.77350098112616	272.631578947368	465.315789473684	5.50316155052766	0.563020713288643	1.15523736941035
IMG_5598_50	keep	66	47	31	4.42658206860822	2.28863220525657	0.367798524225513	8.19361188697774	558	468.127659574468	18.39526935236	0.978015389637084	0.439335560171488
IMG_5598_50	keep	68	149	54	6.9785537400605	2.5043296475867	1.13462768015115	11.8114182973421	617.060402684564	471.805369127517	20.6813260306637	0.793259973683085	-0.504992119431971
IMG_5598_50	keep	69	1283	215	18.9757817836992	8.38217273820872	0.445444461165102	34.4945334708651	813.816056118472	493.708495713172	70.1142118611458	0.886110797771669	-1.43816528028926
IMG_5598_50	keep	71	55	22	3.80104500554688	0.584220047716788	2.61669781174986	5.02103015342997	939.381818181818	470.709090909091	9.85870301708391	0.683056077801372	0.65020569670652
IMG_5598_50	keep	72	42	21	3.29670997986289	0.894783520766456	1.77217086342175	4.750701105914	158.214285714286	472.785714285714	10.0856875257391	0.847733349223183	-1.22581016560075
IMG_5598_50	keep	73	21	13	2.16456399556601	0.422573111476707	1.53846153846155	3.04794042402446	287.904761904762	471.428571428571	5.75508225163071	0.525183987316189	-0.381465017396094
IMG_5598_50	keep	74	136	59	7.95622949117358	3.5541194083342	1.59942894146965	14.1492841068169	306.566176470588	473.992647058824	29.076248713484	0.966006721507271	-0.381755886759939
IMG_5598_50	keep	75	76	27	4.57753441273566	0.693556738758887	2.81700694367503	6.21008516450003	840.5	473.75	10.8615581464757	0.519953047384776	-0.251385457413094
IMG_5598_50	keep	76	23	16	2.34991600501463	0.721708749687894	1.00971840133772	3.53829496367954	532.478260869565	471.913043478261	7.61021582157817	0.84141401934367	0.246670924297047
IMG_5598_50	keep	77	141	45	6.63928512344419	2.35783782785248	1.29290561847011	10.3357225433845	356.560283687943	478.602836879433	21.7246163388985	0.903316973531432	0.657149964004215
IMG_5598_50	keep	78	14	12	1.72960330668235	0.624833454576445	0.931694990624878	2.89275915961829	914.928571428571	474.214285714286	6.13904198583666	0.864892908488669	0.855118191940248
IMG_5598_50	keep	79	20	20	2.58019636861372	1.35741913180587	0.707106781186548	4.52769256906871	267.5	477.5	11.4891252930761	0.984731927834662	0
IMG_5598_50	keep	80	32	20	2.95211321450025	0.845593027864465	1.2529964086142	4.6872166581032	639.03125	482.0625	8.6299871959284	0.773256230193204	-1.11753537537418
IMG_5598_50	keep	82	5995	914	53.9625583711661	21.0370514738822	4.91203474775055	94.0676526302147	132.938782318599	532.283402835696	179.935401404439	0.820028247379558	0.410344492281515
IMG_5598_50	keep	84	24	15	2.33702943615842	0.622239747539439	1.34824989441048	3.26870684590165	683.375	482.041666666667	7.39028320770365	0.836064743263782	-1.44054200005337
IMG_5598_50	keep	87	69	35	4.71086696434342	2.0000963740486	1.12449535166598	8.14205509834525	769.942028985507	487.391304347826	17.4741146850776	0.930202321664414	0.0985530967865296
IMG_5598_50	keep	89	38	33	4.41951571100229	2.3247623531581	0.818181818181813	8.60952768403405	273.657894736842	490.342105263158	18.6988601233838	0.98746207456206	-0.39492823455334
IMG_5598_50	keep	90	28	17	2.58991694698647	0.788067212168916	1.26982547911312	3.90634299197272	227.285714285714	489.321428571429	8.42388730452008	0.863267201036923	-0.0712486964501862
IMG_5598_50	keep	91	27	18	2.6662451774827	0.99493823207725	1.11111111111109	4.15145370939319	333.222222222222	493.407407407407	9.38888258996175	0.91420405254224	1.38513473299497
IMG_5598_50	keep	93	23	14	2.35237340848193	0.491782015885853	1.62882203585595	3.08386187784612	544.782608695652	494.130434782609	6.73584335279837	0.742133006827084	1.43979343169492
IMG_5598_50	keep	95	61	23	3.98307555180178	0.638216944984838	2.74051034944687	5.2408891148884	881.229508196721	499	10.4758856256344	0.701699384356318	1.16301512889785
