image	keepLesion	object	s.area	s.perimeter	s.radius.mean	s.radius.sd	s.radius.min	s.radius.max	m.cx	m.cy	m.majoraxis	m.eccentricity	m.theta
IMG_5605_50	keep	1	387	123	17.02208722893	8.82013878434912	2.39036833921984	33.2519092768106	630.772609819121	304.31007751938	60.0228872527549	0.981599795716717	-0.729153259855427
IMG_5605_50	keep	2	13	10	1.64441572509276	0.442602443585269	0.948683298050478	2.46981780704569	1084.61538461538	434.153846153846	5.20697829709755	0.776685378234543	-0.962750989289201
IMG_5605_50	keep	3	63	25	4.24054233625714	1.04699603361752	2.47418673507074	6.19367419227072	474.730158730159	480.714285714286	12.3875399570363	0.842778061101276	-0.901123513082182
IMG_5605_50	keep	4	14	11	1.65641451186401	0.463647118870291	0.927094457016952	2.3636363636364	1265.85714285714	478.285714285714	4.65468295962346	0.420002608275956	1.39641082504458
IMG_5605_50	keep	5	261	80	10.8278759968709	4.88661195475826	1.22601998352389	19.2185619909504	1049.78544061303	491.072796934866	39.8570507095088	0.95991605787571	-0.747621000227778
IMG_5605_50	keep	6	45	23	3.38013511575881	0.811087173253773	2.01178005239292	4.88603580991046	997.222222222222	501.022222222222	9.88264670137947	0.792730556744326	-0.130201685137293
IMG_5605_50	keep	7	11	11	1.51455639629609	0.718356650843085	0.530086535895003	2.76489205922648	1062.72727272727	499.454545454545	6.41074798332547	0.951868376264623	0.0533678363445515
IMG_5605_50	keep	8	1451	222	27.1026476611297	12.7493415751216	6.77567621470696	51.0920372920579	855.000689179876	517.510682288077	100.957475690125	0.977432167338983	-0.106752051742821
IMG_5605_50	keep	9	58	24	3.83480379981088	0.451665849028046	3.12361080233187	4.78786080740773	940.586206896552	510.879310344828	9.48648638618948	0.559791027828532	0.795602549376258
IMG_5605_50	keep	10	11	9	1.41683715376239	0.302221626984679	0.949333749479763	1.88888888888887	453.090909090909	520.636363636364	4.34612998419537	0.708443752622502	-1.30776311736229
IMG_5605_50	keep	11	174	53	7.62527031432087	2.79878200684237	2.5886902469649	12.1958621279427	258.890804597701	537.229885057471	25.1404787122304	0.927678032454221	-1.30217126722863
IMG_5605_50	keep	13	627	134	17.2808227201286	7.73854894854375	3.86178707605768	32.1073753003035	632.057416267943	540.524720893142	60.6351280024038	0.967098369898945	-0.0384928269903324
IMG_5605_50	keep	14	75	41	5.44385964001768	2.66452037726221	1.46382108176821	9.83752603558907	709.986666666667	531.466666666667	21.7802230382508	0.978633971660192	-0.0638144907150062
IMG_5605_50	keep	15	23	17	2.41819333688657	1.04901757432875	0.800086500513841	4.24182502995765	731.913043478261	532.782608695652	9.49839896157276	0.944286503957289	0.127322301597664
IMG_5605_50	keep	16	37	25	3.63060461760367	1.72959825122335	0.840951841665178	6.50439851177644	441.405405405405	538.783783783784	13.9602396334061	0.960950905623563	-0.813468025786118
IMG_5605_50	keep	19	60	25	3.9142829836904	0.391903972411332	3.25650118992761	4.80882522036309	334.916666666667	541.516666666667	9.24922193041224	0.425361639885077	0.0618925767189209
IMG_5605_50	keep	20	147	57	7.53952395307637	3.44434154624368	1.15962125401129	13.3407758545042	542	549.013605442177	28.3524443909019	0.958907867243466	-0.318391929919146
IMG_5605_50	keep	21	9004	987	94.9524889080979	48.0035061536802	9.8092909196943	187.165234552859	308.335961794758	581.157485561972	370.454956502601	0.973988175231569	-0.103665975203672
IMG_5605_50	keep	22	45	27	3.85744246687042	1.75157398202598	0.704677688534825	6.99048932586907	514.911111111111	552.066666666667	14.7606355865011	0.951783648563897	-0.295677843802767
IMG_5605_50	keep	23	43	23	3.44677282632229	1.06619431448513	1.63665480214949	5.76574854920879	510.720930232558	562.674418604651	10.7318977569967	0.856305842468557	0.826841141499789
IMG_5605_50	keep	24	13	10	1.6128990204492	0.445597071168589	1	2.23606797749979	193	562	5.32769342479354	0.836165849463266	-0.259573057118896
IMG_5605_50	keep	25	255	70	8.75559978698394	3.06302553554347	2.00005101975744	14.0925584647229	512.156862745098	577.517647058824	27.2512528987344	0.838323895561245	-0.372178662469991
IMG_5605_50	keep	29	1388	199	23.2060485113996	10.0073812482088	3.77374890238645	42.1767634098806	457.347982708934	664.016570605187	82.4774737840399	0.940730002830684	-1.16758389560996
IMG_5605_50	keep	30	2262	333	35.4159277688323	16.2498329822555	4.36891528346423	68.2756317819804	525.550397877984	674.036693191866	127.400561486133	0.942773136409488	0.483912779369437
IMG_5605_50	keep	31	524	103	13.4599388534408	4.42070679517887	5.01512464078388	22.0847005738009	313.37786259542	662.265267175572	40.8257003334345	0.876651068230539	-1.0697949031807
