image	keepLesion	object	s.area	s.perimeter	s.radius.mean	s.radius.sd	s.radius.min	s.radius.max	m.cx	m.cy	m.majoraxis	m.eccentricity	m.theta
01_cuba5_dpi42_5	keep	1	39	20	3.08290974032722	0.627030727313698	2.01308221391973	4.05616814247142	357.923076923077	20.4871794871795	8.76403945824345	0.759260081809034	-1.45355055083419
01_cuba5_dpi42_5	keep	2	40	27	3.86600861493102	1.87187307320061	0.997252742061944	7.24658757968663	347.925	38.95	15.065142827872	0.970231127493204	-1.10557602796199
01_cuba5_dpi42_5	keep	3	102	57	7.19275117346408	3.74037432839225	0.52338364526933	14.0840920807264	466.137254901961	36.9117647058824	28.0499931167176	0.967738210387365	-0.188986252403494
01_cuba5_dpi42_5	keep	4	88	32	4.93096345359108	1.1634294861955	2.68459144936432	6.76069754167423	432.386363636364	40.3068181818182	14.0346537661196	0.803320379972578	0.134007767361812
01_cuba5_dpi42_5	keep	17	22	14	2.35941441963663	0.73505540849218	1.11803398874989	3.35410196624968	336.363636363636	58.2727272727273	7.72648990308106	0.874093958461019	-1.04640954808984
01_cuba5_dpi42_5	keep	21	66	39	5.13340565462439	2.61045672644445	0.438903660733965	9.43060051995603	316.515151515152	86.530303030303	21.6653045076369	0.962978502574253	-0.480582011751226
01_cuba5_dpi42_5	keep	23	36	30	4.39753727486449	2.27070701778584	0.734090518184856	8.16938730192716	307.583333333333	103.527777777778	18.4088990346297	0.988640217785205	-1.05153610285835
01_cuba5_dpi42_5	keep	30	12	10	1.6173320944413	0.595178037472913	0.728010988928038	2.59422435421457	279.25	150.666666666667	5.83450337880333	0.888288949159719	-0.84552333766713
01_cuba5_dpi42_5	keep	33	38	19	3.03537533721618	0.531358106709584	2.14695558467065	4.03653673448715	259.763157894737	183.710526315789	7.41955252859637	0.379222602633378	-0.471205823824311
01_cuba5_dpi42_5	keep	34	15	11	1.72713143682652	0.43654406299229	0.909090909090918	2.56002324369612	264.266666666667	195.533333333333	5.20207720140994	0.689859104220164	-1.19371716180921
01_cuba5_dpi42_5	keep	36	293	88	10.8931515633048	4.13959577146144	4.32469604339639	18.8420056704681	428.563139931741	214.969283276451	36.6176189956429	0.94590907863771	-1.16037192177963
01_cuba5_dpi42_5	keep	37	21	15	2.3441902428395	0.969704934983637	0.835330939076102	3.99555308367244	234.333333333333	221.428571428571	8.77239130657758	0.934456619607138	-0.973946927035016
01_cuba5_dpi42_5	keep	39	18	14	2.50529041080775	1.16892134054087	0.707106781186548	4.30116263352131	219.5	245.5	9.94838880808287	0.97425930252172	-0.84229416696976
01_cuba5_dpi42_5	keep	40	32	19	2.85839485680627	0.812775352315389	1.34184724041916	4.37823880907063	200.1875	280.0625	8.08733180325892	0.714981108731751	0.351677312954479
01_cuba5_dpi42_5	keep	42	17	11	1.94775919225981	0.435551608133367	1.28564869306646	2.5616368733828	141.764705882353	366.117647058824	5.91538956355383	0.795611653304232	-0.886056717581984
01_cuba5_dpi42_5	keep	43	38	19	3.02895625832114	0.536682274063108	1.83834202069188	3.96172826664396	129.131578947368	386.684210526316	8.23796867935833	0.694773700958481	0.192074674125347
01_cuba5_dpi42_5	keep	44	127	42	6.17335373678903	1.9779735532697	3.11313507212972	9.72851432284012	67.1417322834646	479.905511811024	19.7546552265032	0.904973344316987	-0.00721361977045476
01_cuba5_dpi42_5	keep	46	701	167	21.5369010828337	11.2306614420552	4.30060613942746	41.1660650750747	251.32667617689	498.436519258203	83.0606483917476	0.990277378315278	0.0460952169734685
01_cuba5_dpi42_5	keep	50	42	34	4.40960912435563	2.29599876876668	1.05226728352931	8.52271542412933	217.166666666667	508.119047619048	19.014981984245	0.986678990719499	0.100421022311447
01_cuba5_dpi42_5	keep	56	12	13	1.77517139448535	0.90181126718457	0.516015687115326	3.27533367016058	288.416666666667	537.416666666667	7.54085530854387	0.961935808761697	-0.211041829314938
