fichier	leaf	surfaceLeaf	surfaceLesion
01_cuba5_dpi42_1	1	302500	38
01_cuba5_dpi42_1	1	302500	214
01_cuba5_dpi42_1	1	302500	213
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	13
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	19
01_cuba5_dpi42_1	1	302500	39
01_cuba5_dpi42_1	1	302500	37
01_cuba5_dpi42_1	1	302500	14
01_cuba5_dpi42_1	1	302500	34
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	5
01_cuba5_dpi42_1	1	302500	2
01_cuba5_dpi42_1	1	302500	185
01_cuba5_dpi42_1	1	302500	15
01_cuba5_dpi42_1	1	302500	34
01_cuba5_dpi42_1	1	302500	41
01_cuba5_dpi42_1	1	302500	51
01_cuba5_dpi42_1	1	302500	2
01_cuba5_dpi42_1	1	302500	109
01_cuba5_dpi42_1	1	302500	77
01_cuba5_dpi42_1	1	302500	2
01_cuba5_dpi42_1	1	302500	227
01_cuba5_dpi42_1	1	302500	4
01_cuba5_dpi42_1	1	302500	18
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	2
01_cuba5_dpi42_1	1	302500	3
01_cuba5_dpi42_1	1	302500	8
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	51
01_cuba5_dpi42_1	1	302500	172
01_cuba5_dpi42_1	1	302500	319
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	87
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	3
01_cuba5_dpi42_1	1	302500	74
01_cuba5_dpi42_1	1	302500	262
01_cuba5_dpi42_1	1	302500	161
01_cuba5_dpi42_1	1	302500	9
01_cuba5_dpi42_1	1	302500	1
01_cuba5_dpi42_1	1	302500	1
