fichier	leaf	surfaceLeaf	surfaceLesion
Chi_P06_2	1	296836	171
Chi_P06_2	1	296836	127
Chi_P06_2	1	296836	92
Chi_P06_2	1	296836	102
Chi_P06_2	1	296836	178
Chi_P06_2	1	296836	89
Chi_P06_2	1	296836	91
Chi_P06_2	1	296836	142
Chi_P06_2	1	296836	164
Chi_P06_2	1	296836	135
Chi_P06_2	1	296836	73
Chi_P06_2	1	296836	110
Chi_P06_2	1	296836	91
Chi_P06_2	1	296836	158
Chi_P06_2	1	296836	145
Chi_P06_2	1	296836	145
Chi_P06_2	1	296836	134
Chi_P06_2	1	296836	90
Chi_P06_2	1	296836	119
Chi_P06_2	1	296836	108
Chi_P06_2	1	296836	218
Chi_P06_2	1	296836	126
Chi_P06_2	1	296836	140
Chi_P06_2	1	296836	136
Chi_P06_2	1	296836	85
Chi_P06_2	1	296836	182
Chi_P06_2	1	296836	91
Chi_P06_2	1	296836	150
Chi_P06_2	1	296836	252
Chi_P06_2	1	296836	137
Chi_P06_2	1	296836	183
Chi_P06_2	1	296836	133
Chi_P06_2	1	296836	118
Chi_P06_2	1	296836	157
Chi_P06_2	1	296836	103
Chi_P06_2	1	296836	85
Chi_P06_2	1	296836	120
Chi_P06_2	1	296836	127
Chi_P06_2	1	296836	149
Chi_P06_2	1	296836	116
Chi_P06_2	1	296836	122
Chi_P06_2	1	296836	95
Chi_P06_2	1	296836	115
Chi_P06_2	1	296836	105
Chi_P06_2	1	296836	106
Chi_P06_2	1	296836	205
Chi_P06_2	1	296836	103
Chi_P06_2	1	296836	236
Chi_P06_2	1	296836	91
Chi_P06_2	1	296836	101
Chi_P06_2	1	296836	105
Chi_P06_2	1	296836	118
Chi_P06_2	1	296836	102
Chi_P06_2	1	296836	159
Chi_P06_2	1	296836	129
Chi_P06_2	1	296836	145
Chi_P06_2	1	296836	178
Chi_P06_2	1	296836	245
Chi_P06_2	1	296836	130
Chi_P06_2	1	296836	404
Chi_P06_2	1	296836	136
Chi_P06_2	1	296836	168
Chi_P06_2	1	296836	142
Chi_P06_2	1	296836	170
Chi_P06_2	1	296836	122
Chi_P06_2	1	296836	117
Chi_P06_2	1	296836	95
Chi_P06_2	1	296836	162
Chi_P06_2	1	296836	155
Chi_P06_2	1	296836	103
Chi_P06_2	1	296836	136
Chi_P06_2	1	296836	363
Chi_P06_2	1	296836	134
Chi_P06_2	1	296836	85
Chi_P06_2	1	296836	75
Chi_P06_2	1	296836	82
Chi_P06_2	1	296836	147
Chi_P06_2	1	296836	163
Chi_P06_2	1	296836	112
Chi_P06_2	1	296836	94
Chi_P06_2	1	296836	270
Chi_P06_2	1	296836	200
Chi_P06_2	1	296836	94
Chi_P06_2	1	296836	114
Chi_P06_2	1	296836	238
Chi_P06_2	1	296836	243
Chi_P06_2	1	296836	114
Chi_P06_2	1	296836	289
Chi_P06_2	1	296836	155
Chi_P06_2	1	296836	175
Chi_P06_2	1	296836	133
Chi_P06_2	1	296836	100
Chi_P06_2	1	296836	142
Chi_P06_2	1	296836	129
Chi_P06_2	1	296836	120
Chi_P06_2	1	296836	282
Chi_P06_2	1	296836	119
Chi_P06_2	1	296836	154
Chi_P06_2	1	296836	158
Chi_P06_2	1	296836	218
Chi_P06_2	1	296836	78
Chi_P06_2	1	296836	115
Chi_P06_2	1	296836	63
Chi_P06_2	1	296836	93
Chi_P06_2	1	296836	97
Chi_P06_2	1	296836	113
Chi_P06_2	1	296836	157
Chi_P06_2	1	296836	120
Chi_P06_2	1	296836	68
Chi_P06_2	2	315625	161
Chi_P06_2	2	315625	145
Chi_P06_2	2	315625	196
Chi_P06_2	2	315625	154
Chi_P06_2	2	315625	147
Chi_P06_2	2	315625	149
Chi_P06_2	2	315625	172
Chi_P06_2	2	315625	152
Chi_P06_2	2	315625	144
Chi_P06_2	2	315625	135
Chi_P06_2	2	315625	145
Chi_P06_2	2	315625	105
Chi_P06_2	2	315625	122
Chi_P06_2	2	315625	230
Chi_P06_2	2	315625	186
Chi_P06_2	2	315625	132
Chi_P06_2	2	315625	580
Chi_P06_2	2	315625	191
Chi_P06_2	2	315625	172
Chi_P06_2	2	315625	119
Chi_P06_2	2	315625	123
Chi_P06_2	2	315625	120
Chi_P06_2	2	315625	158
Chi_P06_2	2	315625	209
Chi_P06_2	2	315625	175
Chi_P06_2	2	315625	165
Chi_P06_2	2	315625	175
Chi_P06_2	2	315625	150
Chi_P06_2	2	315625	94
Chi_P06_2	2	315625	119
Chi_P06_2	2	315625	203
Chi_P06_2	2	315625	147
Chi_P06_2	2	315625	89
Chi_P06_2	2	315625	122
Chi_P06_2	2	315625	117
Chi_P06_2	2	315625	159
Chi_P06_2	2	315625	130
Chi_P06_2	2	315625	99
Chi_P06_2	2	315625	173
Chi_P06_2	2	315625	139
Chi_P06_2	2	315625	160
Chi_P06_2	2	315625	344
Chi_P06_2	2	315625	123
Chi_P06_2	2	315625	140
Chi_P06_2	2	315625	143
Chi_P06_2	2	315625	143
Chi_P06_2	2	315625	446
Chi_P06_2	2	315625	211
Chi_P06_2	2	315625	190
Chi_P06_2	2	315625	136
Chi_P06_2	2	315625	116
Chi_P06_2	2	315625	230
Chi_P06_2	2	315625	217
Chi_P06_2	2	315625	95
Chi_P06_2	2	315625	176
Chi_P06_2	2	315625	192
Chi_P06_2	2	315625	232
Chi_P06_2	2	315625	95
Chi_P06_2	2	315625	140
Chi_P06_2	2	315625	125
Chi_P06_2	2	315625	108
Chi_P06_2	2	315625	111
Chi_P06_2	2	315625	232
