image	leaf.number	lesion.status	lesion.number	lesion.surface	lesion.perimeter	lesion.radius.mean	lesion.radius.sd	lesion.radius.min	lesion.radius.max	leaf.surface	m.cx	m.cy	m.majoraxis	m.eccentricity	m.theta
testCut_0	1	keep	1	12	10	1.46832385059276	0.306635075913475	1.11803398874989	1.80277563773199	367327	395.5	177	4.47213595499958	0.683130051063973	0
testCut_0	1	keep	3	19	11	2.07257930183112	0.388195864682717	1.47989278146361	2.76489205922648	367327	720.263157894737	179.526315789474	5.61057604768116	0.619381782910134	-0.351128465754372
testCut_0	1	keep	5	98	36	5.22759028495744	1.46705081173883	2.40787032586326	7.64984063418286	367327	432.438775510204	184.540816326531	16.022209608096	0.859011522649554	0.333350152170144
testCut_0	1	keep	10	31	19	2.8360829001661	1.03984975981995	1.29027901811906	4.7441464150842	367327	720.677419354839	196	9.90431499361242	0.915640238363515	1.4568506538961
testCut_0	1	keep	11	28	16	2.55240032016545	0.406128188653893	1.98628107275884	3.59795949115606	367327	474.035714285714	199.464285714286	6.89093564526196	0.660647841504527	1.32575973966354
testCut_0	1	keep	12	24	14	2.40286082651905	0.436515249064583	1.80277563773199	3.20156211871642	367327	859	200.5	6.95088507813902	0.787502796406516	-0.967387641652261
testCut_0	1	keep	13	40	19	3.2426043303435	0.835950689771575	2.16366366222047	4.68450620001193	367327	418.7	207.225	9.76396437793539	0.837822042718649	-0.996566212698268
testCut_0	1	keep	17	19	12	2.05397686915731	0.367893581941026	1.25	2.65753645318366	367327	383.157894736842	222	5.83368571839907	0.708731906744369	-0.871382508910579
testCut_0	1	keep	18	18	11	1.97988204996488	0.382338555087269	1.39064168552531	2.7514083546221	367327	315.722222222222	223.611111111111	5.69338884312591	0.722659138358293	-0.213555175805815
testCut_0	1	keep	19	15	11	1.77069529367834	0.633899250346622	0.530086535895014	2.76489205922646	367327	655.466666666667	232.333333333333	6.16119030571496	0.85653173938958	-1.2725458355311
testCut_0	1	keep	20	14	10	1.69714512411263	0.411944690098938	1.11803398874992	2.24722050542444	367327	790.071428571429	235.285714285714	5.18238775634915	0.749873342900631	-0.62879628641237
testCut_0	1	keep	21	46	20	3.37815761499746	0.324886331252404	2.8692333470807	4.00406043910429	367327	859.913043478261	239.717391304348	7.85211845725463	0.296109980302601	-1.21026290781619
testCut_0	1	keep	24	54	22	3.68181262653931	0.363692606442989	2.74577060191618	4.15530130383103	367327	494.092592592593	260.333333333333	8.65185217517108	0.381303926177721	-0.419627674176276
testCut_0	1	keep	26	139	51	6.62579805317722	3.02679176076745	0.438444701470555	11.8386239939434	367327	460.546762589928	270.258992805755	24.2931489552553	0.926903855318497	-0.313353934377455
testCut_0	1	keep	29	192	50	7.80481511498626	2.60592805366573	2.82028367367539	11.6049127527957	367327	332.151041666667	286.020833333333	24.7712543838981	0.899689579241559	-0.342103125006347
testCut_0	1	keep	31	35	18	2.93786314744183	0.476429237412229	2.11549252940663	3.94796400098663	367327	686.914285714286	296.485714285714	8.02706758391116	0.726592960599897	-0.635330044315921
testCut_0	1	keep	33	50	21	3.54938347673037	0.504464711217756	2.30005422394921	4.2431751257039	367327	335.02	302.8	8.67496080870816	0.49388397451216	-0.334756827615665
testCut_0	1	keep	34	69	28	4.21228023136715	0.735618126437688	2.75833615923566	5.32861451533709	367327	547.115942028986	303.115942028986	10.7146824600335	0.589487897288453	-0.0112047300096967
testCut_0	1	keep	35	11	8	1.47113481752052	0.264834568511847	0.800390529679106	1.70018381359193	367327	468.454545454545	302.636363636364	3.9999999999869	0.49792959772703	0.321750554390773
testCut_0	1	keep	36	11	9	1.41683715376238	0.302221626984685	0.949333749479726	1.88888888888888	367327	323.090909090909	306.363636363636	4.34612998413792	0.708443752634513	1.30776311729701
testCut_0	1	keep	37	38	20	3.18630038161802	0.963062759170385	1.4560219778561	5.01198563445665	367327	758.578947368421	309.473684210526	10.0798361217693	0.872930057852035	-0.44480914040524
testCut_0	1	keep	38	71	28	4.32120006601734	0.869368401785566	3	6.08276253029822	367327	467.042253521127	315.12676056338	12.0886190347601	0.783631578950694	1.53153146627821
testCut_0	1	keep	39	46	21	3.41799996279533	0.627991847080866	2.25072424725647	4.92022527736742	367327	441.326086956522	314.282608695652	8.91549142888798	0.619172627971124	-1.08366639530724
testCut_0	1	keep	40	29	16	2.7577537736894	0.718253349245162	1.5625	3.94542852552166	367327	598.413793103448	315	8.54601779513658	0.867916767228037	-0.922315440758831
testCut_0	1	keep	43	21	13	2.12796675901679	0.382509719533143	1.39313617509804	2.74885667464704	367327	869.428571428571	324.190476190476	5.49556777827692	0.4171377545914	0.939723596938557
testCut_0	1	keep	47	23	13	2.29103476523759	0.334823013000707	1.60066554205269	2.84615384615384	367327	480.04347826087	341.391304347826	6.19388256769735	0.65779216675189	1.16778942728419
testCut_0	1	keep	48	194	43	7.53628201926872	1.14286040616655	5.39299266916723	9.36548327137666	367327	615.938144329897	347.479381443299	18.8794195204027	0.700356566901761	-0.953955217228041
testCut_0	1	keep	49	11	9	1.5566909543521	0.541075461792902	0.78567420131838	2.48451997499977	367327	520.272727272727	347.818181818182	5.53342304600527	0.879492259486106	-0.578553556758072
testCut_0	1	keep	50	316	66	9.92574027145553	2.97905476613004	4.75605553785437	15.3252239305525	367327	350.370253164557	362.424050632911	30.3232711255529	0.88928125159156	1.49471771380864
testCut_0	1	keep	52	24	14	2.32997433103257	0.403802366787533	1.59719141249986	3.09047252182629	367327	454.791666666667	350.333333333333	6.34172509900495	0.648377795208712	-1.0179567212242
testCut_0	1	keep	53	37	22	3.3761524696978	1.40481149190904	0.732932522572584	5.55066818999046	367327	556.972972972973	357.864864864865	12.6466576464935	0.945178246537966	0.912906769253111
testCut_0	1	keep	55	11	9	1.45584351277275	0.475603488909803	0.808901098808942	2.23330569358243	367327	642.090909090909	355.818181818182	5.05595934840481	0.846841394401623	-0.231823804494013
testCut_0	1	keep	59	30	15	2.68368992794264	0.336695598745795	2.05372290676657	3.26870684590166	367327	615.866666666667	380.366666666667	6.83293769564393	0.572082208644119	0.0512814164302537
testCut_0	1	keep	62	149	39	6.58759926820208	1.02883415629665	4.48717948717948	9.02028541571348	367327	623.651006711409	394.691275167785	16.4794019051736	0.68606190438756	-1.04951412137711
testCut_0	1	keep	63	62	24	4.02008975132593	0.532280786548465	2.59272486435067	4.97214463005878	367327	568.822580645161	393.032258064516	9.89055037791583	0.565321024835452	-0.697811406419763
testCut_0	1	keep	66	130	36	5.9899262000497	0.861799105479393	4.08796034142779	7.47144770872401	367327	407.623076923077	400.2	14.7053293944255	0.618752932940893	1.33666863859089
testCut_0	1	keep	67	47	22	3.41414468244596	0.518879487007073	2.27272727272728	4.43967834439083	367327	493.595744680851	401.978723404255	8.6098395333337	0.555570726058268	0.797745241380197
testCut_0	1	keep	68	14	11	1.63662496621895	0.338891058750266	0.966376892066795	2.20067607943824	367327	580.285714285714	401.357142857143	4.74024689743679	0.607285612305993	-0.950946201749514
testCut_0	1	keep	70	57	28	4.04662938485879	1.16542223633511	2.36389724905325	6.39325617270228	367327	683.59649122807	421.947368421053	11.9299654964805	0.823086079592045	1.35197055314961
testCut_0	1	keep	71	34	18	2.9100565063996	0.669505635695475	1.67497927018683	4.1799787346615	367327	725.676470588235	419.264705882353	8.53654864190569	0.802189272174387	-1.10331172110197
